Q1,T1,Tsp
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
100.0,20.949499999999997,47.0
100.0,20.6272,47.0
100.0,20.949499999999997,47.0
100.0,20.949499999999997,47.0
100.0,20.949499999999997,47.0
100.0,21.2718,47.0
100.0,21.2718,47.0
100.0,21.594099999999997,47.0
100.0,21.9164,47.0
100.0,22.561,47.0
100.0,22.8833,47.0
100.0,22.8833,47.0
100.0,23.5279,47.0
100.0,23.850199999999997,47.0
100.0,24.494799999999998,47.0
100.0,24.817099999999996,47.0
100.0,24.817099999999996,47.0
100.0,25.461699999999997,47.0
100.0,25.784,47.0
100.0,26.106299999999997,47.0
100.0,26.750899999999998,47.0
100.0,27.073199999999996,47.0
100.0,27.3955,47.0
100.0,27.717799999999997,47.0
100.0,28.362399999999997,47.0
100.0,28.6847,47.0
100.0,29.006999999999998,47.0
100.0,29.329299999999996,47.0
100.0,30.2962,47.0
100.0,30.2962,47.0
98.32084608000001,30.940799999999996,47.0
97.29349152,31.263099999999998,47.0
96.32361312,31.9077,47.0
95.35872512000002,32.23,47.0
93.29917631999999,32.8746,47.0
93.70638208,33.1969,47.0
91.58623088000002,33.841499999999996,47.0
90.48421664000003,34.163799999999995,47.0
90.15219583999999,34.4861,47.0
87.81336168000001,35.1307,47.0
88.6014832,35.1307,47.0
86.18860432000002,35.775299999999994,47.0
83.95457176000001,36.4199,47.0
83.39121384,36.7422,47.0
80.74641288000004,37.386799999999994,47.0
80.0092808,37.7091,47.0
80.60389839999999,37.7091,47.0
79.24408880000001,38.0314,47.0
78.41701520000001,38.353699999999996,47.0
77.55534640000002,38.675999999999995,47.0
74.6707096,39.3206,47.0
75.16219120000001,39.3206,47.0
74.17010000000002,39.6429,47.0
71.16170000000002,40.287499999999994,47.0
70.0458456,40.6098,47.0
68.89359112000001,40.9321,47.0
69.69940824000001,40.9321,47.0
68.50104504000001,41.2544,47.0
65.28637304000003,41.898999999999994,47.0
63.983361439999996,42.2213,47.0
64.59503504,42.2213,47.0
62.95000976,42.5436,47.0
63.23521936,42.5436,47.0
61.83058416000001,42.865899999999996,47.0
62.09516656000001,42.865899999999996,47.0
60.405321760000014,43.188199999999995,47.0
60.649276960000016,43.188199999999995,47.0
59.16213296000002,43.51049999999999,47.0
57.63626831999999,43.8328,47.0
57.998595999999985,43.8328,47.0
56.4289432,44.1551,47.0
56.77715896,44.1551,47.0
55.09763704000001,44.477399999999996,47.0
55.28330040000001,44.477399999999996,47.0
55.466945680000016,44.477399999999996,47.0
53.693327520000025,44.799699999999994,47.0
52.03747151999999,45.122,47.0
52.17418991999999,45.122,47.0
52.24179791999999,45.122,47.0
52.44762671999999,45.122,47.0
50.627081679999996,45.4443,47.0
50.7415812,45.4443,47.0
50.8598144,45.4443,47.0
50.97306936,45.4443,47.0
49.129060880000004,45.7666,47.0
49.21885240000001,45.7666,47.0
49.35304632000001,45.7666,47.0
49.44382456000001,45.7666,47.0
49.53558952000001,45.7666,47.0
47.668117600000016,46.088899999999995,47.0
47.73371680000002,46.088899999999995,47.0
47.800044880000016,46.088899999999995,47.0
47.93415880000002,46.088899999999995,47.0
47.99975800000002,46.088899999999995,47.0
46.08715480000003,46.411199999999994,47.0
46.15121624000003,46.411199999999994,47.0
46.17288408000003,46.411199999999994,47.0
46.23270616000003,46.411199999999994,47.0
46.275570800000025,46.411199999999994,47.0
46.319377520000025,46.411199999999994,47.0
46.38438104000002,46.411199999999994,47.0
46.42724568000002,46.411199999999994,47.0
44.512846879999984,46.7335,47.0
44.533740479999985,46.7335,47.0
44.562522479999984,46.7335,47.0
44.582136879999986,46.7335,47.0
44.60153807999998,46.7335,47.0
44.62093927999998,46.7335,47.0
44.64034047999998,46.7335,47.0
44.659741679999975,46.7335,47.0
44.67935607999998,46.7335,47.0
44.69939687999998,46.7335,47.0
42.76153463999999,47.0558,47.0
42.75341015999999,47.0558,47.0
44.706611359999975,46.7335,47.0
42.76874911999998,47.0558,47.0
42.76678495999998,47.0558,47.0
42.76066927999998,47.0558,47.0
42.75660703999998,47.0558,47.0
42.750535999999975,47.0558,47.0
42.74647375999997,47.0558,47.0
42.74236687999997,47.0558,47.0
42.74026879999997,47.0558,47.0
42.733974559999965,47.0558,47.0
42.728082079999965,47.0558,47.0
42.726608959999965,47.0558,47.0
42.721921759999965,47.0558,47.0
42.71589535999996,47.0558,47.0
42.71178847999996,47.0558,47.0
42.70772623999996,47.0558,47.0
42.70370863999996,47.0558,47.0
42.69759295999996,47.0558,47.0
42.693530719999956,47.0558,47.0
42.689379199999955,47.0558,47.0
42.68527231999995,47.0558,47.0
42.68121007999995,47.0558,47.0
42.67714783999995,47.0558,47.0
42.671032159999946,47.0558,47.0
42.66893407999994,47.0558,47.0
42.662952319999945,47.0558,47.0
42.657327679999945,47.0558,47.0
42.65308687999995,47.0558,47.0
42.64902463999994,47.0558,47.0
42.64487311999994,47.0558,47.0
42.64192687999994,47.0558,47.0
42.63460591999994,47.0558,47.0
42.630365119999944,47.0558,47.0
42.62630287999994,47.0558,47.0
42.62224063999994,47.0558,47.0
42.618178399999934,47.0558,47.0
42.614205439999935,47.0558,47.0
42.61014319999993,47.0558,47.0
42.60608095999993,47.0558,47.0
42.59742079999993,47.0558,47.0
42.58916239999993,47.0558,47.0
42.585100159999925,47.0558,47.0
42.58103791999992,47.0558,47.0
42.57693103999992,47.0558,47.0
42.57291343999992,47.0558,47.0
42.56885119999992,47.0558,47.0
42.56465503999992,47.0558,47.0
42.56050351999992,47.0558,47.0
42.556441279999916,47.0558,47.0
42.55237903999991,47.0558,47.0
42.545683039999915,47.0558,47.0
42.543674239999916,47.0558,47.0
42.53746927999992,47.0558,47.0
42.533362399999916,47.0558,47.0
42.529210879999916,47.0558,47.0
42.52514863999991,47.0558,47.0
42.52108639999991,47.0558,47.0
42.51581887999991,47.0558,47.0
42.51242623999991,47.0558,47.0
42.50555167999991,47.0558,47.0
42.50148943999991,47.0558,47.0
42.497427199999905,47.0558,47.0
42.4913561599999,47.0558,47.0
42.4872492799999,47.0558,47.0
42.4830531199999,47.0558,47.0
42.4810443199999,47.0558,47.0
42.4749286399999,47.0558,47.0
42.4698843199999,47.0558,47.0
42.465822079999896,47.0558,47.0
42.4615366399999,47.0558,47.0
42.4574297599999,47.0558,47.0
42.4532335999999,47.0558,47.0
42.449171359999895,47.0558,47.0
42.4451537599999,47.0558,47.0
42.440779039999896,47.0558,47.0
42.436627519999895,47.0558,47.0
42.4284137599999,47.0558,47.0
42.424351519999895,47.0558,47.0
42.4223427199999,47.0558,47.0
42.416271679999895,47.0558,47.0
42.414262879999896,47.0558,47.0
44.377484479999886,46.7335,47.0
44.39688567999988,46.7335,47.0
42.45893415999989,47.0558,47.0
42.45482727999989,47.0558,47.0
42.45080967999989,47.0558,47.0
42.444604719999894,47.0558,47.0
42.44049783999989,47.0558,47.0
44.39369903999988,46.7335,47.0
42.45373871999989,47.0558,47.0
42.44972111999989,47.0558,47.0
44.39332831999988,46.7335,47.0
42.45336799999989,47.0558,47.0
44.40656919999988,46.7335,47.0
42.468706959999885,47.0558,47.0
44.42190815999987,46.7335,47.0
44.440882959999875,46.7335,47.0
42.50248503999988,47.0558,47.0
42.49837815999988,47.0558,47.0
42.49025367999988,47.0558,47.0
42.48619143999988,47.0558,47.0
44.439392639999866,46.7335,47.0
42.50153039999987,47.0558,47.0
44.455584399999864,46.7335,47.0
42.517588239999874,47.0558,47.0
42.51352599999987,47.0558,47.0
44.47632119999986,46.7335,47.0
42.538458959999865,47.0558,47.0
44.49166015999985,46.7335,47.0
44.50146735999985,46.7335,47.0
44.53088895999985,46.7335,47.0
44.55007695999985,46.7335,47.0
44.569478159999846,46.7335,47.0
44.588879359999844,46.7335,47.0
44.60892015999984,46.7335,47.0
44.63855495999984,46.7335,47.0
44.65816935999984,46.7335,47.0
42.720307119999845,47.0558,47.0
44.676279919999835,46.7335,47.0
44.695467919999835,46.7335,47.0
42.757427119999846,47.0558,47.0
44.71105471999984,46.7335,47.0
44.750070319999836,46.7335,47.0
44.759664319999835,46.7335,47.0
44.778852319999835,46.7335,47.0
44.79825351999983,46.7335,47.0
44.817867919999834,46.7335,47.0
44.84686311999983,46.7335,47.0
42.90900087999984,47.0558,47.0
42.904938639999834,47.0558,47.0
42.90087639999983,47.0558,47.0
42.89681415999983,47.0558,47.0
42.892751919999824,47.0558,47.0
42.884627439999825,47.0558,47.0
44.82823463999981,46.7335,47.0
42.88836359999982,47.0558,47.0
44.84156479999981,46.7335,47.0
44.861605599999805,46.7335,47.0
44.8869763999998,46.7335,47.0
42.94911415999981,47.0558,47.0
42.945051919999806,47.0558,47.0
42.9409896799998,47.0558,47.0
44.89419087999979,46.7335,47.0
42.9561054399998,47.0558,47.0
42.95007903999981,47.0558,47.0
42.9460167999998,47.0558,47.0
42.9419545599998,47.0558,47.0
44.890465359999794,46.7335,47.0
42.9525584799998,47.0558,47.0
42.9463981599998,47.0558,47.0
44.90023895999979,46.7335,47.0
42.962376719999796,47.0558,47.0
42.95831447999979,47.0558,47.0
42.95425223999979,47.0558,47.0
42.950189999999786,47.0558,47.0
42.94425287999979,47.0558,47.0
42.93813719999979,47.0558,47.0
42.93063767999978,47.0558,47.0
42.92452199999978,47.0558,47.0
42.922513199999784,47.0558,47.0
44.88552159999978,46.7335,47.0
42.94765935999978,47.0558,47.0
44.90086055999977,46.7335,47.0
44.92047495999977,46.7335,47.0
42.981407439999785,47.0558,47.0
42.977479119999785,47.0558,47.0
42.97073847999979,47.0558,47.0
42.96872967999979,47.0558,47.0
44.93216447999978,46.7335,47.0
44.951565679999774,46.7335,47.0
43.01365879999978,47.0558,47.0
43.01151607999978,47.0558,47.0
43.00540039999978,47.0558,47.0
44.95860159999977,46.7335,47.0
43.02073935999977,47.0558,47.0
44.973727359999764,46.7335,47.0
44.99312855999976,46.7335,47.0
43.05312359999977,47.0558,47.0
45.00632479999976,46.7335,47.0
45.02593919999976,46.7335,47.0
43.08807695999977,47.0558,47.0
43.084014719999765,47.0558,47.0
43.07990783999976,47.0558,47.0
43.073702879999765,47.0558,47.0
43.06964063999976,47.0558,47.0
43.06557839999976,47.0558,47.0
43.061516159999755,47.0558,47.0
0.0,47.0558,32.0
0.0,47.0558,32.0
0.0,46.7335,32.0
0.0,46.7335,32.0
0.0,46.7335,32.0
0.0,46.7335,32.0
0.0,46.7335,32.0
0.0,46.7335,32.0
0.0,46.7335,32.0
0.0,46.7335,32.0
0.0,46.411199999999994,32.0
0.0,46.411199999999994,32.0
0.0,46.411199999999994,32.0
0.0,46.088899999999995,32.0
0.0,46.088899999999995,32.0
0.0,46.088899999999995,32.0
0.0,45.7666,32.0
0.0,45.7666,32.0
0.0,45.7666,32.0
0.0,45.4443,32.0
0.0,45.4443,32.0
0.0,45.4443,32.0
0.0,45.122,32.0
0.0,45.122,32.0
0.0,45.122,32.0
0.0,44.799699999999994,32.0
0.0,44.799699999999994,32.0
0.0,44.477399999999996,32.0
0.0,44.477399999999996,32.0
0.0,44.477399999999996,32.0
0.0,44.1551,32.0
0.0,44.1551,32.0
0.0,43.8328,32.0
0.0,43.8328,32.0
0.0,43.8328,32.0
0.0,43.51049999999999,32.0
0.0,43.51049999999999,32.0
0.0,43.188199999999995,32.0
0.0,43.188199999999995,32.0
0.0,42.865899999999996,32.0
0.0,42.865899999999996,32.0
0.0,42.5436,32.0
0.0,42.5436,32.0
0.0,42.5436,32.0
0.0,42.2213,32.0
0.0,42.2213,32.0
0.0,42.2213,32.0
0.0,41.898999999999994,32.0
0.0,41.898999999999994,32.0
0.0,41.576699999999995,32.0
0.0,41.576699999999995,32.0
0.0,41.2544,32.0
0.0,41.2544,32.0
0.0,40.9321,32.0
0.0,40.9321,32.0
0.0,40.9321,32.0
0.0,40.6098,32.0
0.0,40.6098,32.0
0.0,40.287499999999994,32.0
0.0,40.287499999999994,32.0
0.0,39.965199999999996,32.0
0.0,39.965199999999996,32.0
0.0,39.965199999999996,32.0
0.0,39.6429,32.0
0.0,39.6429,32.0
0.0,39.3206,32.0
0.0,39.3206,32.0
0.0,39.3206,32.0
0.8970399199997559,38.9983,32.0
0.37076775999972256,38.9983,32.0
0.0628425599997513,38.9983,32.0
1.4411993599997714,38.675999999999995,32.0
0.7148505599997677,38.675999999999995,32.0
2.1861011999997757,38.353699999999996,32.0
1.7184688799997687,38.353699999999996,32.0
1.245753599999766,38.353699999999996,32.0
2.7404676799997745,38.0314,32.0
2.069775999999756,38.0314,32.0
3.5788189599997438,37.7091,32.0
3.163196479999762,37.7091,32.0
2.7475739999997515,37.7091,32.0
2.3182496799997523,37.7091,32.0
3.855581199999804,37.386799999999994,32.0
3.2738067999997966,37.386799999999994,32.0
4.822704799999791,37.064499999999995,32.0
4.454009199999781,37.064499999999995,32.0
4.081261999999775,37.064499999999995,32.0
3.7044631999997932,37.064499999999995,32.0
5.293031039999775,36.7422,32.0
4.777079679999773,36.7422,32.0
6.389110959999776,36.4199,32.0
6.074414079999762,36.4199,32.0
5.788004559999784,36.4199,32.0
7.24648295999976,36.0976,32.0
5.100527759999782,36.4199,32.0
6.637680079999761,36.0976,32.0
6.339374799999771,36.0976,32.0
7.9983329599997965,35.775299999999994,32.0
7.717450639999797,35.775299999999994,32.0
7.291596799999805,35.775299999999994,32.0
8.968493599999796,35.452999999999996,32.0
8.71435279999979,35.452999999999996,32.0
8.45744959999979,35.452999999999996,32.0
8.20054639999979,35.452999999999996,32.0
7.940880799999793,35.452999999999996,32.0
9.64676583999979,35.1307,32.0
9.19344047999979,35.1307,32.0
9.075726159999782,35.1307,32.0
10.70621895999978,34.8084,32.0
10.49727399999978,34.8084,32.0
10.290575759999776,34.8084,32.0
10.077137359999778,34.8084,32.0
11.726527519999767,34.4861,32.0
11.633050159999772,34.4861,32.0
11.452062079999767,34.4861,32.0
11.267096239999766,34.4861,32.0
11.086108159999771,34.4861,32.0
10.815620479999769,34.4861,32.0
12.5139990399998,34.163799999999995,32.0
12.365129599999797,34.163799999999995,32.0
12.304543199999802,34.163799999999995,32.0
12.1227839999998,34.163799999999995,32.0
11.807734719999804,34.163799999999995,32.0
11.650210079999798,34.163799999999995,32.0
13.516242879999794,33.841499999999996,32.0
13.382181679999789,33.841499999999996,32.0
13.17888007999979,33.841499999999996,32.0
13.043345679999788,33.841499999999996,32.0
12.909284479999794,33.841499999999996,32.0
12.77522327999979,33.841499999999996,32.0
12.641162079999795,33.841499999999996,32.0
14.465579679999781,33.5192,32.0
14.353766559999787,33.5192,32.0
14.128924959999786,33.5192,32.0
14.018327199999788,33.5192,32.0
13.90772943999978,33.5192,32.0
13.797131679999783,33.5192,32.0
15.643797359999777,33.1969,32.0
15.55570551999978,33.1969,32.0
15.468571199999772,33.1969,32.0
15.381436879999775,33.1969,32.0
15.295260079999778,33.1969,32.0
15.162164799999779,33.1969,32.0
15.075030479999771,33.1969,32.0
14.987896159999774,33.1969,32.0
16.85732559999977,32.8746,32.0
14.83639127999977,33.1969,32.0
